id,node_id,seq,n_samples,round_id,w0,w1,w2,w3,rssi,snr,checksum_ok,received_at
393,2,28,28,0,0.672986,0.00751,0.085439,0.131445,-105,-5.25,t,2026-08-31 17:30:29.344976+00
394,1,36,32,0,0.613049,0.312974,0.018679,0.024767,-84,9.5,t,2026-08-31 17:30:31.278242+00
395,2,32,32,0,0.674053,0.000822,0.087818,0.135104,-103,-5.75,t,2026-08-31 17:31:29.300358+00
396,1,40,32,0,0.613057,0.312979,0.018689,0.024807,-73,10,t,2026-08-31 17:31:31.293717+00
397,1,44,32,0,0.613009,0.312926,0.01862,0.024725,-72,10.75,t,2026-08-31 17:32:31.412256+00
398,2,40,32,0,0.671329,0.001596,0.087731,0.134971,-103,-8,t,2026-08-31 17:33:29.297423+00
399,1,48,32,0,0.613056,0.312968,0.018687,0.024819,-72,9.5,t,2026-08-31 17:33:31.3212+00
400,1,52,32,0,0.613003,0.312914,0.018617,0.024723,-72,9.5,t,2026-08-31 17:34:31.466685+00
401,2,48,32,0,0.668898,0.002675,0.088198,0.135689,-103,-8.75,t,2026-08-31 17:35:29.291992+00
402,1,56,32,0,0.612943,0.312856,0.018529,0.02461,-71,10,t,2026-08-31 17:35:31.376283+00
403,2,52,32,0,0.667817,0.003552,0.088743,0.136527,-104,-7,t,2026-08-31 17:36:29.291465+00
404,1,60,32,0,0.612957,0.312869,0.01854,0.024642,-71,9.25,t,2026-08-31 17:36:31.332047+00
405,2,56,32,0,0.665991,0.003901,0.088571,0.136263,-103,-7.5,t,2026-08-31 17:37:29.289585+00
406,1,64,32,0,0.612961,0.31287,0.018539,0.02465,-69,9.5,t,2026-08-31 17:37:31.502324+00
407,2,60,32,0,0.664574,0.004365,0.088652,0.136387,-103,-6,t,2026-08-31 17:38:29.28753+00
408,1,68,32,0,0.612957,0.312865,0.018541,0.024651,-70,9.25,t,2026-08-31 17:38:31.321136+00
409,2,64,32,0,0.663261,0.004887,0.088875,0.136731,-102,-1.75,t,2026-08-31 17:39:29.28593+00
410,1,72,32,0,0.612947,0.312855,0.018547,0.024647,-71,10.25,t,2026-08-31 17:39:31.404308+00
411,2,68,32,0,0.662195,0.005152,0.088977,0.136888,-97,4.5,t,2026-08-31 17:40:29.282583+00
412,1,76,32,0,0.612943,0.31285,0.018557,0.024651,-79,9.5,t,2026-08-31 17:40:31.287926+00
413,2,72,32,0,0.661557,0.005727,0.089445,0.137607,-98,3.5,t,2026-08-31 17:41:29.370248+00
414,1,80,32,0,0.612879,0.312784,0.018462,0.024529,-71,9.5,t,2026-08-31 17:41:31.327326+00
415,2,76,32,0,0.660888,0.006117,0.089872,0.138265,-98,3,t,2026-08-31 17:42:29.279291+00
416,1,84,32,0,0.612827,0.312727,0.018375,0.024421,-90,0.75,t,2026-08-31 17:42:31.334701+00
417,2,80,32,0,0.6599,0.006182,0.090017,0.138487,-103,-6.5,t,2026-08-31 17:43:29.279618+00
418,1,88,32,0,0.612836,0.312734,0.018366,0.024421,-71,10.5,t,2026-08-31 17:43:31.376105+00
419,1,92,32,0,0.612807,0.312708,0.018309,0.024342,-76,9.25,t,2026-08-31 17:44:31.379943+00
420,2,88,32,0,0.65796,0.005747,0.089858,0.138469,-102,-6,t,2026-08-31 17:45:29.34095+00
421,1,96,32,0,0.612822,0.312727,0.018332,0.024361,-74,9.75,t,2026-08-31 17:45:31.143186+00
422,2,92,32,0,0.658045,0.006422,0.09048,0.139932,-105,-8.75,t,2026-08-31 17:46:29.272204+00
423,1,100,32,0,0.612823,0.312735,0.018354,0.024373,-81,9,t,2026-08-31 17:46:31.391372+00
424,1,104,32,0,0.612817,0.312734,0.018373,0.024382,-72,9.25,t,2026-08-31 17:47:31.402074+00
425,2,100,32,0,0.656805,0.006111,0.090401,0.14076,-103,-10.5,t,2026-08-31 17:48:29.268367+00
426,1,108,32,0,0.612748,0.312673,0.0183,0.024266,-74,9.75,t,2026-08-31 17:48:31.384396+00
427,2,148,32,0,0.646794,0.011381,0.090837,0.14343,-97,4.25,t,2026-08-31 18:00:29.546087+00
428,1,156,32,0,0.612689,0.312609,0.018265,0.024192,-67,10,t,2026-08-31 18:00:31.336565+00
429,2,152,32,0,0.646094,0.011025,0.090633,0.14311,-100,1.5,t,2026-08-31 18:01:29.246353+00
430,1,160,32,0,0.612695,0.312612,0.018271,0.024205,-76,9.25,t,2026-08-31 18:01:31.19261+00
431,2,156,32,0,0.645804,0.011097,0.090996,0.143678,-101,0.25,t,2026-08-31 18:02:29.4079+00
432,1,164,32,0,0.612635,0.31255,0.018178,0.024084,-81,8,t,2026-08-31 18:02:31.247543+00
433,2,160,32,0,0.645238,0.010811,0.090938,0.143587,-98,0,t,2026-08-31 18:03:29.24076+00
434,1,168,32,0,0.612649,0.312565,0.018199,0.024113,-68,9.5,t,2026-08-31 18:03:31.199999+00
435,2,164,32,0,0.644685,0.010521,0.09091,0.143543,-98,-1.25,t,2026-08-31 18:04:29.266733+00
436,1,172,32,0,0.612647,0.312563,0.018209,0.02413,-80,9.5,t,2026-08-31 18:04:31.366219+00
437,2,168,32,0,0.644499,0.010732,0.091424,0.144346,-99,-2.5,t,2026-08-31 18:05:29.288025+00
438,1,176,32,0,0.612582,0.312511,0.018139,0.024032,-79,9.75,t,2026-08-31 18:05:31.225563+00
439,2,172,32,0,0.643787,0.01064,0.09144,0.144372,-99,-2.5,t,2026-08-31 18:06:29.491258+00
440,1,180,32,0,0.612617,0.312565,0.018261,0.02419,-70,9.25,t,2026-08-31 18:06:31.429454+00
441,2,176,32,0,0.643582,0.011066,0.091972,0.145203,-99,-3.75,t,2026-08-31 18:07:29.389622+00
442,1,184,32,0,0.612575,0.312542,0.018272,0.024198,-74,9.75,t,2026-08-31 18:07:31.270163+00
443,2,180,32,0,0.642735,0.01116,0.09202,0.145278,-100,-7,t,2026-08-31 18:08:29.231177+00
444,1,188,32,0,0.612534,0.31252,0.018285,0.024211,-72,9.5,t,2026-08-31 18:08:31.220031+00
445,2,184,32,0,0.641786,0.011341,0.091958,0.145181,-100,-5,t,2026-08-31 18:09:29.275665+00
446,1,192,32,0,0.61243,0.312438,0.018214,0.024105,-72,10,t,2026-08-31 18:09:31.367778+00
447,2,188,32,0,0.640778,0.011431,0.091841,0.144997,-100,-5,t,2026-08-31 18:10:29.291324+00
448,1,196,32,0,0.612402,0.312432,0.018247,0.024137,-72,9.75,t,2026-08-31 18:10:31.345098+00
449,2,192,32,0,0.64046,0.012275,0.092475,0.145989,-98,-1.25,t,2026-08-31 18:11:29.444371+00
450,1,200,32,0,0.612363,0.312411,0.018266,0.024145,-71,9.75,t,2026-08-31 18:11:31.435314+00
451,2,196,32,0,0.639185,0.012216,0.092158,0.145493,-99,-3,t,2026-08-31 18:12:29.224706+00
452,1,204,32,0,0.612343,0.312408,0.018302,0.024178,-69,10,t,2026-08-31 18:12:31.338037+00
453,2,200,32,0,0.638493,0.012682,0.09238,0.14584,-99,-2.5,t,2026-08-31 18:13:29.29684+00
454,1,208,32,0,0.612335,0.312406,0.01832,0.024189,-67,10.5,t,2026-08-31 18:13:31.296651+00
455,2,204,32,0,0.637571,0.013312,0.092535,0.146083,-99,-2.5,t,2026-08-31 18:14:29.219417+00
456,1,212,32,0,0.612332,0.312402,0.018332,0.024197,-71,9.5,t,2026-08-31 18:14:31.194519+00
457,2,208,32,0,0.636572,0.013706,0.092507,0.146039,-98,-2.25,t,2026-08-31 18:15:29.550437+00
458,1,216,32,0,0.612329,0.312399,0.018346,0.024209,-69,9.75,t,2026-08-31 18:15:31.31944+00
459,2,212,32,0,0.636042,0.01415,0.092815,0.14652,-98,-1,t,2026-08-31 18:16:29.269882+00
460,1,220,32,0,0.612328,0.312397,0.018358,0.024221,-69,9.5,t,2026-08-31 18:16:31.30565+00
461,2,216,32,0,0.635312,0.014451,0.092903,0.146658,-99,-1.5,t,2026-08-31 18:17:29.245217+00
462,1,224,32,0,0.612273,0.312345,0.018288,0.024122,-70,9.75,t,2026-08-31 18:17:31.411349+00
463,2,220,32,0,0.634838,0.01495,0.09325,0.147149,-99,-4,t,2026-08-31 18:18:29.788122+00
464,1,228,32,0,0.61226,0.312335,0.018283,0.024105,-69,9.5,t,2026-08-31 18:18:31.510178+00
465,2,224,32,0,0.633937,0.01496,0.09313,0.146816,-99,-2,t,2026-08-31 18:19:29.368242+00
466,1,232,32,0,0.612263,0.312335,0.018293,0.024116,-70,9.5,t,2026-08-31 18:19:31.36397+00
467,2,228,32,0,0.632961,0.01549,0.09342,0.14684,-99,-2,t,2026-08-31 18:20:29.208838+00
468,1,236,32,0,0.612262,0.312336,0.018299,0.024125,-69,10,t,2026-08-31 18:20:31.376208+00
469,2,232,32,0,0.631967,0.015753,0.09356,0.146555,-100,-4.25,t,2026-08-31 18:21:29.339151+00
470,1,240,32,0,0.612258,0.312333,0.018299,0.024127,-69,9.5,t,2026-08-31 18:21:31.506955+00
471,2,236,32,0,0.631768,0.01658,0.094415,0.1476,-99,-1.5,t,2026-08-31 18:22:29.555578+00
472,1,244,32,0,0.612253,0.312329,0.018298,0.024128,-72,9.5,t,2026-08-31 18:22:31.340536+00
473,2,240,32,0,0.630485,0.016833,0.09443,0.147223,-99,-3.5,t,2026-08-31 18:23:29.244693+00
474,1,248,32,0,0.612189,0.312264,0.018197,0.024004,-70,9.5,t,2026-08-31 18:23:31.458347+00
475,2,244,32,0,0.629439,0.017442,0.094693,0.147371,-99,-1.25,t,2026-08-31 18:24:29.559255+00
476,1,252,32,0,0.612129,0.312205,0.018092,0.023887,-70,9.5,t,2026-08-31 18:24:31.304967+00
477,2,248,32,0,0.628172,0.017708,0.094736,0.147044,-99,-1.5,t,2026-08-31 18:25:29.315521+00
478,1,256,32,0,0.61215,0.312225,0.018092,0.023922,-69,10.25,t,2026-08-31 18:25:31.426092+00
479,2,252,32,0,0.627921,0.018911,0.095703,0.148461,-101,-5,t,2026-08-31 18:26:29.262959+00
480,1,260,32,0,0.612158,0.312233,0.018088,0.023936,-71,9.5,t,2026-08-31 18:26:31.363453+00
481,2,256,32,0,0.626697,0.018638,0.095199,0.147795,-98,-0.75,t,2026-08-31 18:27:29.321491+00
482,1,264,32,0,0.612067,0.312139,0.017928,0.02374,-77,9.5,t,2026-08-31 18:27:32.211056+00
483,2,260,32,0,0.626164,0.018576,0.095305,0.148021,-99,-1.75,t,2026-08-31 18:28:29.49662+00
484,1,268,32,0,0.61207,0.312144,0.0179,0.023731,-70,9.75,t,2026-08-31 18:28:31.438645+00
485,2,264,32,0,0.625564,0.018449,0.095412,0.14819,-99,-2.25,t,2026-08-31 18:29:29.191912+00
486,1,272,32,0,0.612136,0.312209,0.017984,0.023862,-76,9.5,t,2026-08-31 18:29:31.193318+00
487,2,268,32,0,0.625311,0.018326,0.095697,0.148643,-99,-3,t,2026-08-31 18:30:29.301216+00
488,1,276,32,0,0.61211,0.312181,0.018006,0.023864,-71,10.25,t,2026-08-31 18:30:31.39934+00
489,2,272,32,0,0.625011,0.018141,0.095936,0.149022,-100,-5.75,t,2026-08-31 18:31:29.310025+00
490,1,280,32,0,0.61209,0.312161,0.018025,0.023871,-81,9,t,2026-08-31 18:31:31.196335+00
491,2,276,32,0,0.624567,0.018097,0.096261,0.149537,-99,-5.25,t,2026-08-31 18:32:29.186246+00
492,1,284,32,0,0.612077,0.312147,0.018044,0.023883,-76,9.75,t,2026-08-31 18:32:31.136859+00
493,2,280,32,0,0.623579,0.018099,0.096328,0.149645,-99,-5,t,2026-08-31 18:33:29.183957+00
494,1,288,32,0,0.612056,0.312129,0.018061,0.023889,-77,9.5,t,2026-08-31 18:33:31.303069+00
495,2,284,32,0,0.622914,0.018696,0.096904,0.150558,-98,-1.25,t,2026-08-31 18:34:29.183832+00
496,1,292,32,0,0.611975,0.31205,0.017981,0.02377,-72,10,t,2026-08-31 18:34:31.178916+00
497,2,288,32,0,0.621646,0.018922,0.096859,0.150488,-98,-1.25,t,2026-08-31 18:35:29.184062+00
498,1,296,32,0,0.611968,0.312041,0.018001,0.023786,-70,9.75,t,2026-08-31 18:35:31.276108+00
499,2,292,32,0,0.62038,0.019234,0.096846,0.150467,-100,-5.25,t,2026-08-31 18:36:29.180251+00
500,1,300,32,0,0.611963,0.312035,0.018015,0.023798,-64,9.5,t,2026-08-31 18:36:31.223545+00
501,2,296,32,0,0.619282,0.019703,0.096968,0.15066,-100,-6.5,t,2026-08-31 18:37:29.177538+00
502,1,304,32,0,0.611955,0.312025,0.018011,0.023788,-64,9,t,2026-08-31 18:37:31.286754+00
503,2,300,32,0,0.618209,0.020227,0.097127,0.150912,-100,-5.25,t,2026-08-31 18:38:29.242403+00
504,1,308,32,0,0.612005,0.312071,0.018093,0.023891,-63,9.75,t,2026-08-31 18:38:31.220354+00
505,2,304,32,0,0.617032,0.020383,0.097005,0.150718,-100,-6.5,t,2026-08-31 18:39:29.252144+00
506,1,312,32,0,0.61199,0.312063,0.018094,0.023881,-63,9.5,t,2026-08-31 18:39:31.401189+00
507,2,308,32,0,0.616648,0.020822,0.097414,0.151368,-100,-5.75,t,2026-08-31 18:40:29.201164+00
508,1,316,32,0,0.611987,0.312079,0.018129,0.023911,-64,9.5,t,2026-08-31 18:40:31.113225+00
509,2,312,32,0,0.615922,0.021198,0.097566,0.151609,-100,-5.75,t,2026-08-31 18:41:30.517827+00
510,1,320,32,0,0.611966,0.312075,0.018132,0.0239,-64,9.75,t,2026-08-31 18:41:31.193385+00
511,2,316,32,0,0.614975,0.021413,0.097437,0.151405,-100,-6.25,t,2026-08-31 18:42:29.170555+00
512,1,324,32,0,0.611949,0.312075,0.018128,0.023892,-64,9.5,t,2026-08-31 18:42:31.327729+00
513,2,320,32,0,0.614676,0.022241,0.098016,0.152324,-100,-7.25,t,2026-08-31 18:43:29.288068+00
514,1,328,32,0,0.611935,0.312078,0.018129,0.023891,-63,9.75,t,2026-08-31 18:43:31.176952+00
515,2,324,32,0,0.614364,0.023129,0.098407,0.152945,-101,-6.75,t,2026-08-31 18:44:29.165095+00
516,1,332,32,0,0.61192,0.312082,0.018129,0.02389,-64,9.75,t,2026-08-31 18:44:31.223456+00
517,2,328,32,0,0.613196,0.023351,0.098198,0.152613,-100,-6.5,t,2026-08-31 18:45:29.234185+00
518,1,336,32,0,0.611789,0.311968,0.017963,0.023661,-69,9.25,t,2026-08-31 18:45:31.186961+00
519,2,332,32,0,0.612704,0.0243,0.098628,0.153295,-100,-5.25,t,2026-08-31 18:46:34.223949+00
520,1,340,32,0,0.611842,0.312037,0.018087,0.023811,-69,9.25,t,2026-08-31 18:46:38.673939+00
521,2,336,32,0,0.611413,0.024444,0.098425,0.152973,-99,-4.25,t,2026-08-31 18:47:31.091151+00
522,1,344,32,0,0.611818,0.312014,0.018081,0.02379,-69,9.75,t,2026-08-31 18:47:38.74203+00
523,2,340,32,0,0.610212,0.02444,0.098123,0.152493,-100,-4.5,t,2026-08-31 18:48:29.15742+00
524,1,348,32,0,0.611813,0.312016,0.018125,0.023831,-69,10,t,2026-08-31 18:48:31.202826+00
525,2,344,32,0,0.609992,0.024959,0.098639,0.153313,-100,-6,t,2026-08-31 18:49:29.161224+00
526,1,352,32,0,0.611831,0.312035,0.018225,0.023939,-70,9.25,t,2026-08-31 18:49:31.416619+00
527,2,348,32,0,0.609096,0.024713,0.098526,0.153133,-100,-5.5,t,2026-08-31 18:50:29.153826+00
528,1,356,32,0,0.611786,0.311992,0.01824,0.023929,-68,10,t,2026-08-31 18:50:31.145352+00
529,2,352,32,0,0.608782,0.02492,0.098983,0.153858,-100,-5.25,t,2026-08-31 18:51:29.151305+00
530,1,360,32,0,0.611681,0.311886,0.018158,0.023796,-69,9.75,t,2026-08-31 18:51:31.424188+00
531,1,364,32,0,0.61166,0.311864,0.018214,0.023844,-69,10.5,t,2026-08-31 18:52:31.160647+00
532,1,368,32,0,0.611673,0.311876,0.018308,0.023952,-69,9.75,t,2026-08-31 18:53:31.755818+00
533,2,364,32,0,0.606875,0.023745,0.099465,0.154624,-100,-6.25,t,2026-08-31 18:54:29.145928+00
534,1,372,32,0,0.611638,0.311838,0.018319,0.023953,-71,9.75,t,2026-08-31 18:54:31.23655+00
535,2,368,32,0,0.606262,0.023187,0.099558,0.154771,-99,-3,t,2026-08-31 18:55:29.143919+00
536,1,376,32,0,0.611612,0.311804,0.018334,0.023965,-71,9.25,t,2026-08-31 18:55:31.455106+00
537,2,372,32,0,0.606081,0.023169,0.100225,0.155831,-99,-3,t,2026-08-31 18:56:29.142054+00
538,1,380,32,0,0.611599,0.311788,0.018335,0.023967,-69,10,t,2026-08-31 18:56:31.104866+00
539,2,376,32,0,0.605226,0.022711,0.10025,0.155871,-99,-2.25,t,2026-08-31 18:57:29.138587+00
540,1,384,32,0,0.611587,0.311775,0.018335,0.023964,-69,9.5,t,2026-08-31 18:57:31.258505+00
541,2,380,32,0,0.604232,0.022722,0.10042,0.15614,-98,0.5,t,2026-08-31 18:58:29.279184+00
542,1,388,32,0,0.61158,0.311765,0.018341,0.023967,-64,9.75,t,2026-08-31 18:58:31.221511+00
543,2,384,32,0,0.60343,0.023405,0.100955,0.156989,-100,-7.25,t,2026-08-31 18:59:29.135809+00
544,1,392,32,0,0.611576,0.31176,0.018341,0.023972,-64,9.5,t,2026-08-31 18:59:31.27788+00
545,2,388,32,0,0.602381,0.024009,0.101238,0.157439,-100,-6.25,t,2026-08-31 19:00:29.135776+00
546,1,396,32,0,0.611572,0.311759,0.018339,0.023972,-63,10,t,2026-08-31 19:00:31.24263+00
547,2,392,32,0,0.60093,0.024479,0.101235,0.157433,-100,-5.25,t,2026-08-31 19:01:29.196898+00
548,1,400,32,0,0.611509,0.311694,0.018237,0.023841,-64,9.5,t,2026-08-31 19:01:31.130197+00
549,2,396,32,0,0.599878,0.025299,0.101531,0.157904,-100,-6.5,t,2026-08-31 19:02:29.131605+00
550,1,404,32,0,0.61153,0.311713,0.01827,0.023885,-64,9.5,t,2026-08-31 19:02:31.942215+00
551,2,400,32,0,0.598692,0.025805,0.101545,0.157926,-100,-6,t,2026-08-31 19:03:29.154205+00
552,1,408,32,0,0.611513,0.3117,0.01825,0.023862,-64,9.5,t,2026-08-31 19:03:31.094743+00
553,2,404,32,0,0.597689,0.026364,0.101653,0.158096,-100,-6,t,2026-08-31 19:04:29.125726+00
554,1,412,32,0,0.611513,0.311701,0.018255,0.023871,-64,9.5,t,2026-08-31 19:04:33.054331+00
555,2,408,32,0,0.596877,0.026911,0.101825,0.15837,-100,-6.25,t,2026-08-31 19:05:29.12924+00
556,1,416,32,0,0.611509,0.311699,0.018257,0.023875,-64,9.75,t,2026-08-31 19:05:31.536317+00
557,2,412,32,0,0.596494,0.027093,0.102019,0.158678,-100,-5.75,t,2026-08-31 19:06:29.219149+00
558,1,420,32,0,0.611504,0.311694,0.018259,0.023878,-64,9.5,t,2026-08-31 19:06:31.634473+00
559,2,416,32,0,0.595775,0.026996,0.101876,0.158451,-100,-6.75,t,2026-08-31 19:07:29.182614+00
560,1,424,32,0,0.611494,0.311689,0.018262,0.023879,-64,10,t,2026-08-31 19:07:35.52977+00
561,2,420,32,0,0.595542,0.027531,0.102247,0.159039,-100,-5.75,t,2026-08-31 19:08:30.780453+00
562,1,428,32,0,0.611488,0.311685,0.01827,0.023886,-64,9.75,t,2026-08-31 19:08:33.998529+00
563,2,424,32,0,0.594565,0.0274,0.102061,0.158744,-100,-6.5,t,2026-08-31 19:09:29.118085+00
564,1,432,32,0,0.611487,0.311686,0.018275,0.023894,-64,9.5,t,2026-08-31 19:09:31.077212+00
565,2,428,32,0,0.593832,0.027542,0.10224,0.159028,-100,-6,t,2026-08-31 19:10:29.353901+00
566,1,436,32,0,0.611486,0.311686,0.018276,0.023895,-64,9.5,t,2026-08-31 19:10:31.251672+00
567,2,432,32,0,0.592827,0.027713,0.102361,0.15922,-100,-6,t,2026-08-31 19:11:30.779763+00
568,1,440,32,0,0.611485,0.311685,0.018275,0.023894,-64,10,t,2026-08-31 19:11:32.03109+00
569,2,436,32,0,0.591926,0.028004,0.102611,0.159617,-100,-6,t,2026-08-31 19:12:29.125135+00
570,1,444,32,0,0.611482,0.311685,0.018273,0.023892,-64,9.75,t,2026-08-31 19:12:32.902114+00
571,2,440,32,0,0.59099,0.028278,0.102818,0.159945,-100,-5.5,t,2026-08-31 19:13:29.185203+00
572,1,448,32,0,0.611482,0.311682,0.018268,0.023886,-64,9.5,t,2026-08-31 19:13:31.110019+00
573,2,444,32,0,0.590145,0.028396,0.102975,0.160194,-101,-6,t,2026-08-31 19:14:29.180851+00
574,1,452,32,0,0.611484,0.311684,0.018268,0.023887,-64,9.25,t,2026-08-31 19:14:31.33435+00
575,2,448,32,0,0.589294,0.028368,0.10308,0.16036,-100,-5.5,t,2026-08-31 19:15:29.106864+00
576,1,456,32,0,0.611486,0.311684,0.018267,0.023887,-64,9.25,t,2026-08-31 19:15:31.339102+00
577,2,452,32,0,0.588743,0.028379,0.103249,0.16063,-100,-5.75,t,2026-08-31 19:16:29.104761+00
578,1,460,32,0,0.611485,0.311682,0.018263,0.023883,-64,9.75,t,2026-08-31 19:16:31.292668+00
